Age,Gender,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Time per Day (hrs),Material Level,IQ,Consistency,Health,Assessment Score,Health Description,Consistency_Num,Material_Level_Num,Student_Level_Num,Course_Level_Num
11,Male,Farmer,Low,Intermediate,Beginner,Art,2.3,Beginner,79,Regular,5,67,Excellent,1,1,2,1
15,Female,Farmer,Middle,Advanced,Advanced,Computer Science,3.3,Advanced,118,Irregular,2,66,Poor,0,3,3,3
9,Female,Artist,Low,Intermediate,Advanced,History,1.7,Advanced,99,Regular,4,77,Good,1,3,2,3
6,Male,Engineer,Middle,Beginner,Intermediate,Chemistry,3.4,Intermediate,106,Regular,4,80,Good,1,2,1,2
13,Male,Business Owner,Middle,Beginner,Intermediate,Geography,3.1,Advanced,79,Regular,5,78,Excellent,1,3,1,2
9,Female,Doctor,High,Beginner,Beginner,English,0.6,Beginner,79,Regular,1,34,Very Poor,1,1,1,1
15,Male,Doctor,Low,Intermediate,Advanced,Computer Science,2.7,Advanced,102,Irregular,4,69,Good,0,3,2,3
8,Female,Government Employee,Low,Intermediate,Intermediate,Computer Science,2.3,Advanced,104,Irregular,2,46,Poor,0,3,2,2
15,Male,Teacher,Middle,Advanced,Advanced,Computer Science,3.1,Advanced,104,Regular,2,59,Poor,1,3,3,3
13,Female,Government Employee,Low,Intermediate,Beginner,Geography,1.9,Beginner,108,Regular,3,73,Average,1,1,2,1
13,Female,Government Employee,Middle,Beginner,Beginner,Biology,0.7,Beginner,65,Irregular,5,71,Excellent,0,1,1,1
18,Female,Teacher,Middle,Intermediate,Intermediate,Art,3.5,Beginner,130,Irregular,5,93,Excellent,0,1,2,2
5,Female,Doctor,Low,Beginner,Beginner,Math,1.0,Beginner,116,Regular,5,77,Excellent,1,1,1,1
7,Female,Government Employee,High,Beginner,Beginner,Math,0.1,Beginner,99,Regular,2,26,Poor,1,1,1,1
12,Male,Business Owner,High,Intermediate,Intermediate,Art,3.0,Advanced,89,Irregular,1,37,Very Poor,0,3,2,2
4,Male,Doctor,Low,Beginner,Beginner,Geography,1.1,Intermediate,101,Irregular,1,27,Very Poor,0,2,1,1
15,Male,Other,Middle,Advanced,Advanced,Science,1.8,Advanced,66,Regular,2,52,Poor,1,3,3,3
14,Male,Engineer,Middle,Intermediate,Advanced,History,4.4,Advanced,78,Regular,5,84,Excellent,1,3,2,3
11,Female,Unemployed,Middle,Beginner,Beginner,History,1.7,Beginner,137,Regular,4,76,Good,1,1,1,1
8,Male,Teacher,High,Beginner,Beginner,Art,0.4,Intermediate,121,Regular,5,75,Excellent,1,2,1,1
5,Male,Government Employee,Low,Beginner,Intermediate,Art,4.2,Intermediate,87,Regular,5,77,Excellent,1,2,1,2
17,Female,Other,High,Advanced,Advanced,History,2.4,Intermediate,76,Irregular,2,56,Poor,0,2,3,3
11,Female,Artist,High,Beginner,Intermediate,Chemistry,1.0,Advanced,93,Irregular,5,67,Excellent,0,3,1,2
18,Male,Teacher,High,Intermediate,Advanced,Chemistry,4.3,Intermediate,135,Regular,5,81,Excellent,1,2,2,3
5,Female,Farmer,High,Beginner,Beginner,Physics,1.0,Intermediate,71,Regular,1,14,Very Poor,1,2,1,1
16,Female,Business Owner,Middle,Advanced,Advanced,Art,4.5,Advanced,81,Irregular,4,79,Good,0,3,3,3
8,Female,Government Employee,High,Beginner,Beginner,Physics,1.1,Beginner,84,Irregular,3,32,Average,0,1,1,1
18,Female,Teacher,Middle,Advanced,Intermediate,Geography,2.5,Beginner,128,Regular,4,73,Good,1,1,3,2
5,Male,Government Employee,High,Beginner,Beginner,Geography,1.5,Intermediate,113,Irregular,1,39,Very Poor,0,2,1,1
6,Female,Unemployed,Middle,Beginner,Beginner,History,1.6,Beginner,85,Irregular,5,55,Excellent,0,1,1,1
14,Male,Engineer,Middle,Intermediate,Intermediate,English,2.5,Intermediate,77,Regular,5,79,Excellent,1,2,2,2
14,Female,Doctor,Middle,Advanced,Advanced,Art,4.1,Advanced,98,Regular,2,76,Poor,1,3,3,3
5,Male,Teacher,Low,Beginner,Beginner,Art,1.0,Beginner,121,Irregular,2,53,Poor,0,1,1,1
10,Male,Doctor,Low,Beginner,Intermediate,Science,4.4,Advanced,104,Irregular,3,63,Average,0,3,1,2
9,Female,Engineer,Low,Beginner,Beginner,English,2.6,Beginner,98,Regular,4,63,Good,1,1,1,1
5,Male,Teacher,Low,Beginner,Beginner,Physics,1.7,Beginner,106,Irregular,1,31,Very Poor,0,1,1,1
4,Male,Engineer,High,Beginner,Beginner,History,2.5,Beginner,103,Regular,2,56,Poor,1,1,1,1
17,Female,Government Employee,Low,Advanced,Advanced,English,6.1,Advanced,104,Irregular,2,86,Poor,0,3,3,3
18,Female,Farmer,Low,Advanced,Advanced,Geography,3.6,Advanced,96,Irregular,1,58,Very Poor,0,3,3,3
3,Male,Other,Middle,Beginner,Intermediate,English,0.7,Advanced,105,Regular,1,45,Very Poor,1,3,1,2
3,Male,Doctor,High,Beginner,Beginner,Art,1.9,Intermediate,119,Irregular,1,53,Very Poor,0,2,1,1
18,Female,Business Owner,High,Advanced,Advanced,Geography,0.8,Advanced,129,Regular,5,84,Excellent,1,3,3,3
7,Female,Engineer,High,Beginner,Beginner,Geography,0.4,Beginner,106,Regular,1,49,Very Poor,1,1,1,1
7,Male,Doctor,Low,Beginner,Beginner,Physics,1.9,Beginner,105,Regular,3,65,Average,1,1,1,1
14,Male,Teacher,Low,Intermediate,Advanced,Physics,2.1,Advanced,122,Regular,1,69,Very Poor,1,3,2,3
15,Male,Teacher,Middle,Intermediate,Beginner,Art,0.9,Beginner,112,Irregular,1,32,Very Poor,0,1,2,1
8,Male,Teacher,Middle,Beginner,Beginner,Art,0.6,Intermediate,102,Irregular,2,44,Poor,0,2,1,1
16,Female,Other,High,Intermediate,Intermediate,Art,4.0,Intermediate,121,Irregular,5,93,Excellent,0,2,2,2
4,Female,Unemployed,Low,Beginner,Beginner,Art,1.4,Beginner,109,Regular,3,68,Average,1,1,1,1
3,Female,Government Employee,Middle,Beginner,Intermediate,Computer Science,1.8,Beginner,70,Irregular,4,41,Good,0,1,1,2
12,Female,Other,High,Intermediate,Beginner,Physics,0.9,Beginner,112,Regular,2,58,Poor,1,1,2,1
8,Male,Teacher,High,Intermediate,Advanced,Biology,1.5,Advanced,136,Regular,2,85,Poor,1,3,2,3
14,Male,Unemployed,High,Advanced,Advanced,Chemistry,2.5,Advanced,95,Irregular,3,62,Average,0,3,3,3
10,Female,Other,Middle,Intermediate,Beginner,Computer Science,1.0,Beginner,95,Irregular,4,70,Good,0,1,2,1
7,Female,Farmer,High,Beginner,Beginner,Geography,0.8,Beginner,100,Regular,1,51,Very Poor,1,1,1,1
7,Male,Engineer,High,Beginner,Beginner,Chemistry,1.7,Beginner,91,Irregular,1,49,Very Poor,0,1,1,1
7,Female,Teacher,Low,Beginner,Beginner,Math,2.1,Intermediate,86,Irregular,1,48,Very Poor,0,2,1,1
3,Male,Teacher,Low,Beginner,Beginner,Science,0.5,Intermediate,77,Regular,2,29,Poor,1,2,1,1
10,Female,Government Employee,Middle,Intermediate,Advanced,Math,2.7,Advanced,129,Irregular,2,42,Poor,0,3,2,3
14,Male,Business Owner,Low,Intermediate,Advanced,Geography,4.4,Advanced,76,Irregular,3,68,Average,0,3,2,3
13,Male,Engineer,Middle,Intermediate,Intermediate,Geography,2.3,Beginner,105,Regular,4,81,Good,1,1,2,2
10,Male,Artist,High,Intermediate,Beginner,Science,1.6,Intermediate,122,Irregular,5,79,Excellent,0,2,2,1
4,Male,Teacher,Middle,Beginner,Beginner,English,1.0,Beginner,89,Irregular,1,23,Very Poor,0,1,1,1
12,Female,Artist,Low,Intermediate,Intermediate,English,1.5,Intermediate,90,Irregular,1,34,Very Poor,0,2,2,2
10,Male,Doctor,Middle,Beginner,Beginner,Art,3.4,Intermediate,123,Regular,3,79,Average,1,2,1,1
15,Male,Teacher,High,Advanced,Advanced,English,1.9,Advanced,113,Regular,4,79,Good,1,3,3,3
4,Female,Unemployed,Low,Beginner,Beginner,Chemistry,0.1,Beginner,106,Regular,5,67,Excellent,1,1,1,1
4,Male,Farmer,Low,Beginner,Beginner,Geography,1.8,Beginner,131,Regular,3,84,Average,1,1,1,1
8,Female,Other,High,Beginner,Intermediate,Math,3.0,Intermediate,81,Regular,2,53,Poor,1,2,1,2
12,Female,Teacher,Low,Intermediate,Intermediate,English,3.7,Intermediate,113,Regular,5,100,Excellent,1,2,2,2
11,Male,Doctor,Middle,Intermediate,Intermediate,Geography,2.9,Advanced,116,Regular,1,50,Very Poor,1,3,2,2
15,Male,Unemployed,Low,Intermediate,Beginner,Math,2.3,Beginner,128,Regular,4,90,Good,1,1,2,1
15,Male,Artist,Low,Intermediate,Intermediate,Biology,0.4,Intermediate,104,Irregular,4,81,Good,0,2,2,2
14,Male,Other,Middle,Intermediate,Advanced,Math,5.2,Advanced,121,Regular,5,100,Excellent,1,3,2,3
9,Male,Artist,Low,Beginner,Beginner,Physics,2.0,Beginner,98,Regular,1,31,Very Poor,1,1,1,1
14,Female,Teacher,High,Advanced,Advanced,Computer Science,2.9,Advanced,78,Irregular,5,89,Excellent,0,3,3,3
7,Female,Teacher,High,Beginner,Beginner,Science,1.9,Intermediate,95,Regular,3,64,Average,1,2,1,1
11,Female,Government Employee,Middle,Beginner,Beginner,History,0.6,Intermediate,81,Irregular,5,63,Excellent,0,2,1,1
4,Female,Other,Middle,Beginner,Beginner,Art,1.6,Intermediate,99,Irregular,2,57,Poor,0,2,1,1
9,Female,Unemployed,Middle,Intermediate,Beginner,Geography,1.6,Beginner,111,Irregular,5,64,Excellent,0,1,2,1
7,Female,Engineer,Low,Beginner,Intermediate,Physics,1.5,Intermediate,133,Irregular,4,82,Good,0,2,1,2
18,Male,Doctor,Middle,Intermediate,Beginner,Computer Science,2.8,Beginner,86,Irregular,3,53,Average,0,1,2,1
5,Male,Teacher,Low,Beginner,Beginner,Geography,2.4,Beginner,85,Regular,4,73,Good,1,1,1,1
17,Male,Doctor,Low,Intermediate,Advanced,Math,6.2,Advanced,135,Irregular,5,100,Excellent,0,3,2,3
7,Female,Farmer,High,Beginner,Beginner,Math,1.8,Beginner,102,Irregular,4,55,Good,0,1,1,1
7,Male,Government Employee,Middle,Beginner,Beginner,Computer Science,1.7,Intermediate,127,Regular,3,68,Average,1,2,1,1
6,Female,Doctor,Middle,Beginner,Beginner,Art,1.5,Intermediate,107,Irregular,3,54,Average,0,2,1,1
15,Male,Artist,Middle,Intermediate,Advanced,Science,5.5,Advanced,77,Regular,4,88,Good,1,3,2,3
10,Male,Teacher,High,Beginner,Intermediate,History,3.2,Intermediate,106,Irregular,5,56,Excellent,0,2,1,2
18,Male,Teacher,High,Advanced,Advanced,Art,4.3,Intermediate,107,Irregular,5,93,Excellent,0,2,3,3
9,Female,Engineer,Low,Intermediate,Advanced,Geography,4.4,Advanced,134,Regular,4,100,Good,1,3,2,3
14,Female,Farmer,Middle,Advanced,Advanced,Math,3.8,Intermediate,104,Irregular,1,58,Very Poor,0,2,3,3
6,Female,Business Owner,High,Beginner,Intermediate,Physics,1.6,Beginner,117,Irregular,2,67,Poor,0,1,1,2
8,Female,Unemployed,High,Beginner,Beginner,Physics,1.7,Beginner,118,Irregular,5,83,Excellent,0,1,1,1
7,Male,Business Owner,Middle,Beginner,Intermediate,Biology,2.3,Intermediate,110,Irregular,2,47,Poor,0,2,1,2
7,Female,Farmer,High,Beginner,Beginner,Biology,0.1,Beginner,110,Regular,2,30,Poor,1,1,1,1
14,Male,Artist,Middle,Advanced,Intermediate,English,1.6,Advanced,103,Regular,2,53,Poor,1,3,3,2
12,Male,Government Employee,High,Beginner,Beginner,Biology,2.1,Intermediate,97,Regular,3,78,Average,1,2,1,1
3,Male,Engineer,Low,Beginner,Beginner,Geography,1.4,Beginner,107,Irregular,2,55,Poor,0,1,1,1
9,Male,Engineer,Low,Beginner,Intermediate,Physics,3.2,Beginner,89,Regular,3,70,Average,1,1,1,2
12,Female,Government Employee,Low,Beginner,Beginner,Chemistry,0.8,Beginner,110,Irregular,2,31,Poor,0,1,1,1
7,Female,Artist,Low,Beginner,Beginner,Physics,0.1,Beginner,115,Regular,2,44,Poor,1,1,1,1
16,Female,Teacher,Low,Advanced,Advanced,Computer Science,3.7,Advanced,99,Regular,2,68,Poor,1,3,3,3
17,Male,Doctor,Low,Intermediate,Intermediate,Biology,2.4,Advanced,76,Regular,3,74,Average,1,3,2,2
5,Female,Government Employee,Middle,Beginner,Beginner,Chemistry,0.1,Beginner,95,Irregular,3,36,Average,0,1,1,1
18,Female,Government Employee,Middle,Advanced,Advanced,Biology,3.5,Advanced,72,Irregular,5,65,Excellent,0,3,3,3
18,Male,Doctor,Middle,Intermediate,Intermediate,Biology,0.4,Intermediate,103,Irregular,2,47,Poor,0,2,2,2
7,Female,Farmer,Middle,Beginner,Beginner,Biology,1.3,Beginner,118,Regular,4,64,Good,1,1,1,1
6,Female,Business Owner,High,Beginner,Intermediate,Science,3.8,Beginner,97,Regular,1,65,Very Poor,1,1,1,2
10,Male,Engineer,Middle,Intermediate,Intermediate,Chemistry,3.1,Beginner,89,Regular,4,76,Good,1,1,2,2
14,Female,Unemployed,Middle,Intermediate,Beginner,English,2.1,Beginner,102,Regular,4,72,Good,1,1,2,1
12,Female,Government Employee,Middle,Intermediate,Intermediate,Computer Science,1.6,Advanced,113,Irregular,4,66,Good,0,3,2,2
13,Female,Artist,Low,Beginner,Intermediate,Computer Science,2.5,Advanced,71,Irregular,3,66,Average,0,3,1,2
16,Male,Unemployed,High,Intermediate,Beginner,Geography,2.2,Beginner,138,Regular,1,53,Very Poor,1,1,2,1
17,Female,Farmer,Middle,Intermediate,Intermediate,Math,2.7,Advanced,73,Regular,3,68,Average,1,3,2,2
4,Male,Government Employee,Low,Beginner,Beginner,Chemistry,2.4,Beginner,101,Irregular,4,62,Good,0,1,1,1
16,Male,Teacher,High,Advanced,Advanced,History,4.0,Intermediate,72,Regular,4,84,Good,1,2,3,3
16,Male,Doctor,Low,Intermediate,Advanced,History,2.3,Advanced,115,Regular,4,90,Good,1,3,2,3
7,Male,Other,Low,Beginner,Beginner,Math,2.6,Beginner,107,Irregular,2,56,Poor,0,1,1,1
4,Male,Other,High,Beginner,Beginner,Geography,0.6,Beginner,88,Regular,1,40,Very Poor,1,1,1,1
10,Male,Doctor,High,Intermediate,Intermediate,English,4.0,Intermediate,131,Irregular,5,88,Excellent,0,2,2,2
4,Male,Other,Low,Beginner,Beginner,Physics,1.1,Beginner,74,Irregular,5,55,Excellent,0,1,1,1
18,Female,Engineer,High,Advanced,Advanced,Art,6.0,Intermediate,101,Irregular,5,82,Excellent,0,2,3,3
7,Male,Business Owner,High,Beginner,Intermediate,Science,1.2,Intermediate,118,Regular,4,87,Good,1,2,1,2
13,Female,Engineer,Middle,Beginner,Beginner,Science,2.0,Intermediate,99,Regular,3,64,Average,1,2,1,1
14,Female,Business Owner,High,Intermediate,Intermediate,Chemistry,3.2,Advanced,127,Irregular,5,94,Excellent,0,3,2,2
14,Female,Business Owner,Middle,Intermediate,Intermediate,Chemistry,3.6,Beginner,101,Regular,5,89,Excellent,1,1,2,2
14,Female,Farmer,Low,Intermediate,Intermediate,Math,2.4,Advanced,98,Irregular,2,56,Poor,0,3,2,2
10,Female,Artist,High,Intermediate,Intermediate,History,2.1,Intermediate,100,Irregular,2,55,Poor,0,2,2,2
15,Male,Engineer,High,Intermediate,Intermediate,Biology,2.8,Beginner,140,Regular,4,96,Good,1,1,2,2
3,Male,Unemployed,Low,Beginner,Intermediate,Physics,3.5,Advanced,108,Irregular,2,72,Poor,0,3,1,2
5,Male,Government Employee,High,Beginner,Beginner,Biology,1.3,Intermediate,71,Regular,5,55,Excellent,1,2,1,1
17,Female,Other,High,Advanced,Advanced,Math,2.4,Advanced,121,Regular,4,77,Good,1,3,3,3
9,Female,Business Owner,Middle,Beginner,Intermediate,History,2.8,Advanced,91,Regular,1,55,Very Poor,1,3,1,2
7,Female,Teacher,Middle,Beginner,Beginner,Computer Science,1.2,Intermediate,131,Regular,3,63,Average,1,2,1,1
13,Female,Other,High,Intermediate,Intermediate,Chemistry,0.1,Intermediate,118,Regular,5,57,Excellent,1,2,2,2
9,Female,Government Employee,Middle,Beginner,Beginner,Chemistry,1.5,Beginner,79,Regular,1,35,Very Poor,1,1,1,1
17,Male,Teacher,High,Advanced,Advanced,English,6.4,Intermediate,89,Irregular,5,83,Excellent,0,2,3,3
17,Female,Teacher,High,Intermediate,Intermediate,Biology,2.0,Advanced,129,Regular,2,66,Poor,1,3,2,2
14,Female,Engineer,Low,Intermediate,Beginner,History,1.2,Beginner,83,Regular,1,24,Very Poor,1,1,2,1
6,Female,Engineer,Middle,Beginner,Beginner,English,0.7,Intermediate,102,Regular,2,43,Poor,1,2,1,1
17,Female,Government Employee,Low,Intermediate,Intermediate,Chemistry,0.7,Advanced,81,Regular,1,31,Very Poor,1,3,2,2
15,Male,Farmer,Low,Intermediate,Beginner,Computer Science,2.1,Beginner,85,Irregular,2,49,Poor,0,1,2,1
17,Male,Engineer,Middle,Intermediate,Beginner,Chemistry,0.5,Intermediate,93,Irregular,1,19,Very Poor,0,2,2,1
11,Female,Business Owner,Middle,Intermediate,Intermediate,English,3.1,Intermediate,112,Regular,2,61,Poor,1,2,2,2
17,Male,Doctor,High,Intermediate,Advanced,Physics,5.3,Intermediate,114,Regular,1,62,Very Poor,1,2,2,3
4,Male,Engineer,Low,Beginner,Beginner,Math,1.9,Beginner,93,Irregular,1,39,Very Poor,0,1,1,1
13,Male,Engineer,Low,Intermediate,Beginner,Art,0.7,Beginner,79,Regular,1,45,Very Poor,1,1,2,1
12,Female,Engineer,Middle,Beginner,Beginner,Physics,1.2,Beginner,76,Irregular,2,38,Poor,0,1,1,1
4,Male,Teacher,Low,Beginner,Beginner,History,0.9,Beginner,138,Regular,4,60,Good,1,1,1,1
8,Male,Engineer,Middle,Intermediate,Intermediate,Geography,1.5,Intermediate,125,Irregular,3,67,Average,0,2,2,2
4,Female,Engineer,Middle,Beginner,Beginner,Geography,1.5,Beginner,75,Irregular,5,58,Excellent,0,1,1,1
12,Male,Government Employee,High,Beginner,Beginner,Math,2.3,Intermediate,129,Regular,3,92,Average,1,2,1,1
4,Male,Doctor,Middle,Beginner,Beginner,English,1.9,Beginner,123,Regular,1,55,Very Poor,1,1,1,1
9,Male,Doctor,High,Beginner,Intermediate,Physics,1.6,Intermediate,120,Regular,5,68,Excellent,1,2,1,2
15,Female,Government Employee,Middle,Advanced,Advanced,Geography,2.4,Intermediate,76,Regular,5,61,Excellent,1,2,3,3
10,Female,Government Employee,High,Intermediate,Intermediate,Science,2.8,Intermediate,107,Regular,3,57,Average,1,2,2,2
14,Female,Teacher,Low,Intermediate,Advanced,Physics,1.9,Advanced,70,Regular,3,72,Average,1,3,2,3
14,Female,Artist,Low,Advanced,Intermediate,English,0.8,Intermediate,111,Irregular,1,34,Very Poor,0,2,3,2
17,Female,Government Employee,Middle,Intermediate,Beginner,Geography,0.8,Beginner,94,Regular,3,57,Average,1,1,2,1
7,Male,Artist,Middle,Beginner,Beginner,Geography,0.5,Beginner,86,Irregular,2,28,Poor,0,1,1,1
12,Male,Government Employee,Middle,Beginner,Beginner,Physics,1.1,Intermediate,118,Irregular,4,59,Good,0,2,1,1
10,Female,Farmer,High,Intermediate,Advanced,Math,4.0,Advanced,115,Irregular,4,83,Good,0,3,2,3
10,Female,Artist,Middle,Beginner,Beginner,Chemistry,0.6,Beginner,111,Regular,2,36,Poor,1,1,1,1
11,Male,Other,High,Beginner,Beginner,History,2.0,Intermediate,110,Regular,3,71,Average,1,2,1,1
8,Male,Farmer,Low,Beginner,Beginner,Math,2.0,Intermediate,130,Regular,5,81,Excellent,1,2,1,1
17,Female,Engineer,High,Intermediate,Advanced,Art,4.6,Advanced,129,Regular,4,85,Good,1,3,2,3
13,Male,Business Owner,Middle,Intermediate,Intermediate,History,2.4,Intermediate,69,Irregular,2,47,Poor,0,2,2,2
7,Male,Teacher,Middle,Beginner,Beginner,Science,1.5,Beginner,85,Regular,5,63,Excellent,1,1,1,1
12,Female,Unemployed,High,Beginner,Beginner,Math,2.4,Beginner,110,Irregular,3,65,Average,0,1,1,1
18,Female,Unemployed,Middle,Intermediate,Intermediate,Chemistry,2.1,Advanced,106,Regular,4,78,Good,1,3,2,2
7,Male,Government Employee,Middle,Beginner,Beginner,Geography,2.1,Beginner,132,Irregular,3,49,Average,0,1,1,1
12,Male,Engineer,Low,Beginner,Beginner,Art,1.2,Intermediate,124,Regular,1,45,Very Poor,1,2,1,1
18,Male,Unemployed,Low,Advanced,Advanced,Biology,2.5,Advanced,114,Regular,3,67,Average,1,3,3,3
6,Female,Teacher,High,Beginner,Intermediate,Computer Science,1.3,Intermediate,100,Irregular,5,74,Excellent,0,2,1,2
17,Male,Teacher,Middle,Advanced,Advanced,English,5.0,Advanced,98,Regular,5,87,Excellent,1,3,3,3
8,Male,Engineer,Middle,Intermediate,Intermediate,Chemistry,2.7,Beginner,116,Regular,4,91,Good,1,1,2,2
13,Male,Unemployed,Low,Beginner,Beginner,Geography,0.6,Intermediate,92,Regular,4,50,Good,1,2,1,1
8,Female,Artist,Middle,Beginner,Beginner,Science,2.6,Intermediate,70,Regular,3,59,Average,1,2,1,1
6,Female,Engineer,High,Beginner,Beginner,Art,1.5,Beginner,107,Irregular,5,73,Excellent,0,1,1,1
16,Female,Doctor,Middle,Intermediate,Intermediate,Chemistry,2.0,Beginner,118,Regular,1,42,Very Poor,1,1,2,2
7,Male,Business Owner,Low,Beginner,Beginner,Geography,1.5,Beginner,114,Regular,2,48,Poor,1,1,1,1
16,Male,Other,High,Intermediate,Advanced,Computer Science,4.3,Advanced,127,Irregular,3,87,Average,0,3,2,3
5,Male,Doctor,Middle,Beginner,Beginner,Biology,1.8,Intermediate,98,Regular,3,70,Average,1,2,1,1
3,Male,Artist,High,Beginner,Beginner,History,2.7,Beginner,133,Irregular,2,62,Poor,0,1,1,1
17,Male,Doctor,High,Intermediate,Intermediate,Chemistry,2.8,Intermediate,79,Regular,5,85,Excellent,1,2,2,2
4,Male,Teacher,Low,Beginner,Intermediate,Biology,2.9,Intermediate,69,Irregular,3,75,Average,0,2,1,2
8,Male,Unemployed,Low,Intermediate,Advanced,Geography,4.2,Advanced,71,Regular,2,73,Poor,1,3,2,3
11,Female,Government Employee,Middle,Intermediate,Intermediate,Art,2.6,Beginner,86,Irregular,4,71,Good,0,1,2,2
16,Female,Doctor,Middle,Advanced,Advanced,Science,3.6,Advanced,82,Irregular,5,80,Excellent,0,3,3,3
12,Female,Teacher,Low,Intermediate,Advanced,Art,4.1,Intermediate,89,Irregular,5,85,Excellent,0,2,2,3
4,Female,Teacher,Low,Beginner,Beginner,Computer Science,2.1,Beginner,115,Irregular,3,68,Average,0,1,1,1
7,Male,Business Owner,High,Beginner,Beginner,Art,1.2,Beginner,139,Irregular,1,44,Very Poor,0,1,1,1
7,Female,Artist,Low,Beginner,Beginner,Art,1.7,Beginner,106,Irregular,5,74,Excellent,0,1,1,1
14,Female,Engineer,Middle,Intermediate,Intermediate,History,2.4,Intermediate,119,Irregular,2,61,Poor,0,2,2,2
12,Male,Farmer,Middle,Intermediate,Beginner,English,0.2,Intermediate,112,Irregular,2,41,Poor,0,2,2,1
12,Female,Business Owner,High,Intermediate,Intermediate,Art,1.4,Intermediate,125,Irregular,3,69,Average,0,2,2,2
14,Female,Business Owner,Middle,Advanced,Advanced,History,3.2,Advanced,82,Irregular,3,75,Average,0,3,3,3
8,Female,Doctor,High,Intermediate,Beginner,Geography,1.1,Intermediate,123,Regular,5,73,Excellent,1,2,2,1
4,Female,Doctor,Low,Beginner,Beginner,English,1.1,Beginner,96,Irregular,5,73,Excellent,0,1,1,1
12,Female,Government Employee,High,Beginner,Beginner,Physics,0.6,Beginner,97,Regular,2,52,Poor,1,1,1,1
4,Female,Business Owner,Middle,Beginner,Beginner,Art,1.3,Beginner,86,Irregular,4,54,Good,0,1,1,1
3,Female,Farmer,Low,Beginner,Beginner,History,0.9,Beginner,78,Regular,5,70,Excellent,1,1,1,1
18,Male,Other,High,Intermediate,Intermediate,Art,1.3,Beginner,97,Regular,4,60,Good,1,1,2,2
5,Male,Government Employee,Low,Beginner,Beginner,Science,1.2,Intermediate,100,Irregular,5,55,Excellent,0,2,1,1
10,Female,Engineer,High,Intermediate,Advanced,Art,3.8,Advanced,107,Irregular,2,73,Poor,0,3,2,3
5,Female,Other,Middle,Beginner,Beginner,Geography,1.9,Intermediate,133,Regular,4,67,Good,1,2,1,1
12,Female,Engineer,Low,Intermediate,Beginner,Science,1.8,Beginner,91,Irregular,3,60,Average,0,1,2,1
8,Male,Artist,Low,Beginner,Beginner,History,1.6,Beginner,92,Regular,2,44,Poor,1,1,1,1
6,Female,Other,Middle,Beginner,Beginner,Physics,1.3,Beginner,117,Regular,3,66,Average,1,1,1,1
3,Female,Government Employee,Low,Beginner,Beginner,Art,2.3,Beginner,132,Irregular,3,63,Average,0,1,1,1
5,Female,Other,High,Beginner,Beginner,Chemistry,1.3,Beginner,77,Regular,2,31,Poor,1,1,1,1
6,Female,Engineer,Middle,Beginner,Intermediate,Math,1.7,Intermediate,104,Regular,2,59,Poor,1,2,1,2
12,Male,Other,Middle,Beginner,Beginner,Math,1.2,Beginner,85,Irregular,2,45,Poor,0,1,1,1
13,Male,Engineer,Low,Intermediate,Intermediate,Science,3.0,Beginner,124,Irregular,2,75,Poor,0,1,2,2
14,Female,Unemployed,High,Advanced,Advanced,Math,3.9,Advanced,110,Irregular,5,93,Excellent,0,3,3,3
3,Female,Unemployed,Low,Beginner,Beginner,Computer Science,0.5,Beginner,123,Irregular,3,50,Average,0,1,1,1
11,Female,Unemployed,Low,Beginner,Beginner,Science,2.7,Beginner,106,Regular,4,82,Good,1,1,1,1
6,Female,Doctor,Low,Beginner,Beginner,Science,1.3,Intermediate,95,Irregular,5,58,Excellent,0,2,1,1
5,Female,Farmer,High,Beginner,Intermediate,Chemistry,3.1,Intermediate,127,Regular,3,78,Average,1,2,1,2
3,Female,Farmer,Middle,Beginner,Beginner,Science,1.7,Beginner,102,Regular,1,37,Very Poor,1,1,1,1
12,Female,Other,Middle,Intermediate,Beginner,Art,1.7,Beginner,93,Regular,3,58,Average,1,1,2,1
7,Female,Business Owner,Middle,Beginner,Beginner,English,1.8,Beginner,77,Regular,4,74,Good,1,1,1,1
9,Female,Other,Low,Intermediate,Intermediate,History,2.5,Intermediate,71,Regular,3,84,Average,1,2,2,2
11,Female,Unemployed,Low,Intermediate,Intermediate,History,3.5,Advanced,127,Regular,5,94,Excellent,1,3,2,2
8,Male,Doctor,Middle,Intermediate,Intermediate,Math,3.8,Intermediate,96,Irregular,5,73,Excellent,0,2,2,2
18,Male,Doctor,Middle,Advanced,Advanced,English,5.7,Advanced,95,Irregular,4,81,Good,0,3,3,3
17,Female,Teacher,Middle,Intermediate,Advanced,Art,6.1,Intermediate,86,Regular,1,74,Very Poor,1,2,2,3
16,Female,Doctor,High,Advanced,Advanced,Biology,3.4,Advanced,106,Irregular,4,80,Good,0,3,3,3
4,Female,Business Owner,High,Beginner,Beginner,Physics,2.2,Beginner,93,Irregular,1,37,Very Poor,0,1,1,1
6,Male,Other,Low,Beginner,Beginner,Math,2.2,Intermediate,81,Irregular,1,38,Very Poor,0,2,1,1
14,Female,Artist,Low,Intermediate,Intermediate,Computer Science,3.0,Intermediate,103,Regular,1,66,Very Poor,1,2,2,2
6,Male,Teacher,High,Beginner,Intermediate,Computer Science,1.5,Intermediate,95,Regular,2,69,Poor,1,2,1,2
